geneID,symbol,entity,0_R1,0_R2,0_R3,1_R1,1_R2,1_R3,4_R2,4_R3,7_R1,7_R2,7_R3,20_R1,20_R2,20_R3
gene-b2483,hyfC,host,0.817471588068494,1.066912708328608,0.5376947994547792,0.971361148506011,0.6789146378206458,0.5878178210873707,0.1475320443544665,0.0925924879405823,0.1189845133699157,0.1239442178593195,0.0880524199609804,0.0421388801332874,0.051965082873365,0.0655009717342128
gene-b1288,fabI,host,822.1811962451096,875.9908612656262,952.1429377334586,650.2179857414752,720.1283561469778,776.7473252806087,283.0462069099863,367.56856545291606,140.5980032422526,137.56990299528977,167.26477871796948,38.73252046928105,50.35901713501107,40.7197873649773
gene-b4520,ymgF,host,8.992701149530152,8.030749980114507,11.63777785121303,12.029764542262562,9.850036548721036,10.997529608363203,1.3538995500540305,2.431588660474326,0.435816826632062,1.298045940462162,0.8502764768413325,0.2345263700568876,0.5248710653693311,0.3969538341810379
gene-b4361,dnaC,host,44.65271634893714,50.569043573969495,50.839513556135515,39.53479149488728,44.07467973333956,47.46784830498321,10.210944673750795,10.236764501433123,3.4213070392257556,4.288476439071604,3.4019402128514376,2.296642379947327,3.4043466487282577,2.406388545305375
gene-T4p157,12,phage,0.0134654410878671,0.0366036930911812,3.24727665042628,129.21712303008167,85.0637877492981,45.53723822186643,61.49265258066476,29.277697922929352,87.93392369292148,60.27859838109369,31.217507694313113,1378.6445615195128,1139.6641228315395,2162.0400967355513
gene-b2018,hisL,host,65.38184524452406,77.433318435713,37.85908124503348,60.73344678252557,24.82361187697932,65.74417065760842,12.176079971240627,9.523591269433703,7.996190011628904,6.4657958963727,6.672859409531675,4.140233500154599,6.546921159914934,2.1915854542600166
gene-b3291,mscL,host,50.667801040583115,64.37547611796771,67.6865103929454,64.13614926550785,65.44351553474657,59.58813173142874,12.672507246980038,11.17688202362086,5.172252119651248,5.653163775157304,4.765015292442051,1.9300398028931376,3.076434054683014,3.172733200206107
gene-T4p095,nrdC.11,phage,0.0070323965325359,0.0446050938559201,2.368158553843637,6.843411077828889,4.848017696777239,4.755166203036617,2565.3021768413946,1933.7425482545816,3173.936147319958,2951.0420426138144,2892.4654379666044,479.02757269239993,571.1821667873579,545.1700688340701
gene-b4320,fimH,host,2.716350773605633,2.889381222081284,2.5829704068040114,3.3537819674286813,3.720385788648787,2.855446128135891,0.4522616875971872,0.5508381453120803,0.2594367155819373,0.2812289122835187,0.3057644473370309,0.0821578166053844,0.1515408470651842,0.1512833074738365
gene-b1099,holB,host,47.617658439965346,46.544454859872445,52.30294230701926,43.642824565708366,51.662007694678366,52.24318990671405,17.150639791681336,19.337291576997615,5.206030092677541,5.894755970578795,5.283792195922603,2.515538401747824,3.7090142534051966,2.2860816761684086
gene-b2946,rsmE,host,131.0545024645581,140.43576911947042,127.05383537698005,116.09183552570266,120.41861599018878,118.358482065552,21.376474174882613,21.704589919055532,8.42779461724438,10.941108648652898,8.412281700711018,5.3092028390883685,7.544970347757382,5.3781666725898125
gene-b4341,yjiS,host,0.043089411481175,0.03904393929726,0.0936151827149918,0.0298444455933786,0.0428645405696951,0.0572420435943325,0.0339055461934628,0.0354657287142109,0.0525861625522984,0.0229714796736334,0.0389154751156221,0.0345867172003086,0.033173669066633,0.0752665711564046
gene-b1433,ydcO,host,5.386726044987196,4.935771458866632,5.188239399191833,4.526534471312061,4.997764864127335,4.923253825976842,0.803959315990401,0.9006666565050255,0.7304378956562877,0.5833701024260731,0.5514680210900021,0.4998310023973181,0.7121337377441764,0.4329747907083989
gene-b3359,argD,host,80.90910439607116,96.28552003185104,84.74704175780143,79.29346551505645,73.11879670422452,92.19836724335808,12.98948965654962,12.95457631277192,5.123597729757723,6.205403765890972,6.5472657458039905,3.9120381481970767,4.361889189437021,4.058292147487221
gene-b4814,zbiJ,host,149.45140362545473,157.6026722901615,138.3815770473104,164.22906130521332,150.27556689518937,121.42099669847316,25.78044906699848,27.44937714659162,14.580462287052224,15.591003755810885,16.747695965996343,5.471476035450895,6.489385263292394,6.273507503087951
gene-b1450,mcbR,host,3.3413703542721964,3.5887008169395966,3.0382765381149386,4.488093766373633,4.385892067750561,4.63737907227059,3.1332084691841913,3.1367999247906844,1.2637260234978016,1.0870062791509865,0.7423740410570255,0.2142195322091191,0.3369667736272861,0.2424126053010328
gene-b3949,frwC,host,0.6253949305253871,0.7933511554429359,0.5291858245139124,1.0350219534259235,0.4649611970129428,0.5509546695954508,0.1398603780480342,0.1571328813865735,0.1205099558490171,0.1298526698217889,0.1367446556146166,0.026420408972458,0.0861593904925052,0.0574952974111424
gene-b4407,thiS,host,9.656530050594665,8.621717640342712,8.68385612796529,8.795202660317337,7.072649193999695,7.095450329118386,2.532794905944501,2.0088423950810532,0.9065226529538007,1.0748595339826978,1.5014403458788532,0.5962337069605452,0.8986598411334178,0.8032178862213327
gene-b1581,rspA,host,1.8432692689169303,1.9883487605086112,1.462014890548947,2.1683279298399185,1.961714220887158,1.795704108311099,0.3913788356899724,0.4575516852635857,0.0928372993207243,0.2027729378598505,0.2166775219400688,0.0422726543559328,0.0495557278649703,0.0511069310321265
gene-b0135,yadC,host,0.0057382993497932,0.0155986682422467,0.037400738857079,0.0119233257213256,0.017125058581113,0.0076230324399232,0.0045152664422287,0.0236151946644261,0.0070029998556329,0.0030591558887405,0.015547344779849,0.0046059792881767,0.0044178009652901,0.0100233932532742
gene-b0191,arfB,host,33.56542914918337,36.59746267533595,39.40136892355456,35.5413480979587,35.93173313925613,35.61388847030371,9.694341097797553,8.674011735528827,3.753756922616194,4.453371609069286,3.0511388468312233,1.3626185393454948,2.238634476375982,1.3211685362560384
gene-b1305,pspB,host,20.823676255135837,15.43276773956364,21.76240947514511,16.78650583142238,13.799524427403847,15.993426980256515,5.494958853087213,5.435714020931398,4.666145490473945,4.632581734182739,3.7955560062770104,3.373357817603441,3.722085669276229,2.925360732278926
gene-b1533,eamA,host,9.060985077633084,8.15302525758951,10.040228346182875,12.195932691734187,10.821153266819532,11.302441507700964,1.7218366541913552,1.4889695105182896,0.6652149562865747,0.8633447777340558,0.6777778582637518,0.3614311947432258,0.577774736243859,0.3449717844668544
gene-b2278,nuoL,host,169.2484010131797,146.12575818865653,161.18201707339938,113.46017320614348,107.44513702263488,124.34808461944418,45.080295143691046,51.881913452358056,14.371695451284094,16.525435552511805,18.40213945023665,8.287574540872011,12.519278058265272,8.555749729415732
gene-b3811,xerC,host,80.50586415647557,79.18150064005363,75.33830548760842,71.97651819268667,73.66751551788089,61.27100281654904,12.14306158570893,12.336498712112071,5.387883243443683,6.31715691024919,5.733850355246596,3.7854525765220792,4.63155456584146,3.3643402123924666
gene-b1037,csgG,host,3.793573187056684,3.22112499202395,3.907928760458563,5.6033483372172626,5.809070381162819,4.405372383815629,1.2543832467617462,1.1717723677698837,0.3849382762371484,0.3953903965407766,0.5158400208671493,0.1847527879225122,0.3084673904217497,0.2233630259137906
gene-b3644,yicC,host,108.9750666440487,166.50681064094175,123.80445387698794,111.07677781012018,142.59082906282487,122.11735345338852,37.846477300498165,36.269249130392296,15.0737869774479,17.499402024294454,17.338330518961985,6.572076731898934,9.927335654540869,7.02880010851216
gene-b1647,ydhF,host,44.426047907555926,53.0964929008541,47.26940538593945,49.94053741124786,57.1725521802584,42.42324632202717,10.908173966823275,11.04478705426004,5.271806764231252,5.784741010121164,6.864872023322705,1.9404420770407296,3.6674101371155703,2.201358410577787
gene-T4p096,mobD,phage,0.0091150678133254,0.0247778845540303,1.0495702215930818,2.885154384575279,3.5453920959665135,5.461111120605458,1856.5640368262416,1677.176356994769,1559.9068245001688,1532.2458459868185,1504.2140787600497,171.60665329357005,200.42701508333025,221.77439934640688
